,year,state,treatment,patient,cost,treatment_category
12267,2022,Others,level 2 vascular procedures,2024.0,362958.9105176723,Other Diseases
12268,2022,Others,level 3 airway endoscopy,666.0,154716.2996113107,Other Diseases
12269,2022,Others,level 3 breast/lymphatic surgery and related procedures,46.0,112620.408602151,Other Diseases
12270,2022,Others,level 3 ent procedures,123.0,30940.888668228297,Other Diseases
12271,2022,Others,level 3 electrophysiologic procedures,1870.0,2532546.936653629,Respiratory
12272,2022,Others,level 3 endovascular procedures,3566.0,2332445.416208795,Other Diseases
12273,2022,Others,level 3 excision/ biopsy/ incision and drainage,3212.0,747971.9192468894,Other Diseases
12274,2022,Others,"level 3 extraocular, repair, and plastic eye procedures",537.0,147845.446608049,Other Diseases
12275,2022,Others,level 3 lower gi procedures,823.0,314364.7150665645,Other Diseases
12276,2022,Others,level 3 musculoskeletal procedures,3211.0,1102042.7825366822,Other Diseases
12277,2022,Others,level 3 pacemaker and similar procedures,1678.0,1591292.513223854,Respiratory
12278,2022,Others,level 3 upper gi procedures,466.0,212260.4639801647,Other Diseases
12279,2022,Others,level 3 urology and related services,4949.0,703618.4720708249,Other Diseases
12280,2022,Others,level 3 vascular procedures,5244.0,1040494.3207048533,Other Diseases
12281,2022,Others,level 4 airway endoscopy,1700.0,629903.343367177,Respiratory
12282,2022,Others,level 4 ent procedures,232.0,166542.36225924292,Other Diseases
12283,2022,Others,level 4 endovascular procedures,1117.0,2300408.83494877,Other Diseases
12284,2022,Others,"level 4 extraocular, repair, and plastic eye procedures",126.0,71766.963460572,Other Diseases
12285,2022,Others,level 4 gynecologic procedures,1345.0,652690.3626222498,Other Diseases
12286,2022,Others,level 4 musculoskeletal procedures,4790.0,2129054.437781749,Other Diseases
12287,2022,Others,level 4 neurostimulator and related procedures,310.0,882268.778488629,Other Diseases
12288,2022,Others,level 4 pacemaker and similar procedures,118.0,334680.57273077,Respiratory
12289,2022,Others,level 4 urology and related services,4401.0,944288.0828489315,Other Diseases
12290,2022,Others,level 4 vascular procedures,1424.0,1049642.2016580037,Other Diseases
12291,2022,Others,level 5 airway endoscopy,336.0,426864.716411732,Respiratory
12292,2022,Others,level 5 ent procedures,977.0,613551.811171094,Other Diseases
12293,2022,Others,level 5 gynecologic procedures,389.0,415733.51109453,Other Diseases
12294,2022,Others,level 5 musculoskeletal procedures,11119.0,3760537.8854543352,Other Diseases
12295,2022,Others,level 5 neurostimulator and related procedures,381.0,1148147.740336284,Other Diseases
12296,2022,Others,level 5 urology and related services,4054.0,1297029.9844551645,Other Diseases
12297,2022,Others,level 6 gynecologic procedures,65.0,124861.264990254,Other Diseases
12298,2022,Others,level 6 musculoskeletal procedures,64.0,206807.757738096,Other Diseases
12299,2022,Others,level 6 urology and related services,342.0,544697.222406746,Other Diseases
12300,2022,Others,level 7 radiation therapy,131.0,185868.668555844,Other Diseases
12301,2022,Others,level 8 urology and related services,49.0,256866.627191559,Other Diseases
12302,2022,Others,abdominal/peritoneal/biliary and related procedures,1232.0,464348.477657958,Other Diseases
12303,2022,Others,cochlear implant procedure,68.0,75138.193970588,Other Diseases
12304,2022,Others,complex gi procedures,540.0,200144.81319078,Other Diseases
12305,2022,Others,comprehensive observation services,12405.0,633070.0789229436,Other Diseases
12306,2022,Others,implantation wireless pa pressure monitor,22.0,240417.729090906,Other Diseases
12307,2022,Others,implantation of drug infusion device,12.0,51181.616666667,Other Diseases
12308,2022,Others,level 1 breast/lymphatic surgery and related procedures,536.0,250425.347729148,Other Diseases
12309,2022,Others,level 1 endovascular procedures,3850.0,301195.7461820335,Other Diseases
12310,2022,Others,level 1 icd and similar procedures,49.0,239255.808587411,Respiratory
12311,2022,Others,level 1 intraocular procedures,4306.0,245779.3019744765,Other Diseases
12312,2022,Others,level 1 laparoscopy and related services,2729.0,901658.134476012,Other Diseases
12313,2022,Others,level 1 nerve procedures,2479.0,233939.9411781406,Other Diseases
12314,2022,Others,level 1 neurostimulator and related procedures,12.0,16208.105833333,Other Diseases
12315,2022,Others,level 2 breast/lymphatic surgery and related procedures,845.0,583497.365320228,Other Diseases
12316,2022,Others,level 2 electrophysiologic procedures,101.0,129834.401059315,Respiratory
12317,2022,Others,level 2 endovascular procedures,1467.0,490703.25756402,Other Diseases
12318,2022,Others,level 2 excision/ biopsy/ incision and drainage,6510.0,244926.5924852863,Other Diseases
12319,2022,Others,level 2 icd and similar procedures,448.0,1541233.043908989,Respiratory
12320,2022,Others,level 2 intraocular procedures,801.0,162886.3056317137,Other Diseases
12321,2022,Others,level 2 laparoscopy and related services,1480.0,751198.3026254959,Other Diseases
12322,2022,Others,level 2 musculoskeletal procedures,1310.0,218697.1586198376,Other Diseases
12323,2022,Others,level 2 nerve procedures,15.0,24113.230625,Other Diseases
12324,2022,Others,level 2 neurostimulator and related procedures,210.0,128613.87763127159,Other Diseases
12325,2022,Others,level 2 pacemaker and similar procedures,380.0,405769.191183477,Respiratory
12326,2022,Others,level 2 upper gi procedures,3390.0,213785.1482020698,Other Diseases
12327,2022,Others,level 2 vascular procedures,944.0,153384.14914473,Other Diseases
12328,2022,Others,level 3 airway endoscopy,430.0,81057.4745807226,Other Diseases
12329,2022,Others,level 3 breast/lymphatic surgery and related procedures,14.0,50169.271333333,Other Diseases
12330,2022,Others,level 3 ent procedures,68.0,26629.51254578801,Other Diseases
12331,2022,Others,level 3 electrophysiologic procedures,1387.0,1217480.07088774,Respiratory
12332,2022,Others,level 3 endovascular procedures,1911.0,1088286.7861633939,Other Diseases
12333,2022,Others,level 3 excision/ biopsy/ incision and drainage,2978.0,379647.5542413463,Other Diseases
12334,2022,Others,"level 3 extraocular, repair, and plastic eye procedures",560.0,113453.5257561512,Other Diseases
12335,2022,Others,level 3 lower gi procedures,622.0,152601.2704300168,Other Diseases
12336,2022,Others,level 3 musculoskeletal procedures,1816.0,494222.6245801887,Other Diseases
12337,2022,Others,level 3 pacemaker and similar procedures,1200.0,662191.115505912,Respiratory
12338,2022,Others,level 3 upper gi procedures,438.0,155278.549793146,Other Diseases
12339,2022,Others,level 3 urology and related services,2781.0,211314.3319564314,Other Diseases
12340,2022,Others,level 3 vascular procedures,3033.0,455575.2633261534,Other Diseases
12341,2022,Others,level 4 airway endoscopy,981.0,183922.527255383,Respiratory
12342,2022,Others,level 4 breast/lymphatic surgery and related procedures,16.0,78661.2925,Other Diseases
12343,2022,Others,level 4 ent procedures,179.0,103479.9751870286,Other Diseases
12344,2022,Others,level 4 endovascular procedures,805.0,1284866.670881338,Other Diseases
12345,2022,Others,"level 4 extraocular, repair, and plastic eye procedures",87.0,35657.197912088,Other Diseases
12346,2022,Others,level 4 gynecologic procedures,725.0,259249.4270401671,Other Diseases
12347,2022,Others,level 4 musculoskeletal procedures,2752.0,958020.337123254,Other Diseases
12348,2022,Others,level 4 neurostimulator and related procedures,176.0,366410.894450595,Other Diseases
12349,2022,Others,level 4 pacemaker and similar procedures,316.0,656407.234023008,Respiratory
12350,2022,Others,level 4 urology and related services,2280.0,426199.6302213943,Other Diseases
12351,2022,Others,level 4 vascular procedures,675.0,378830.032481978,Other Diseases
12352,2022,Others,level 5 airway endoscopy,387.0,246813.069411752,Respiratory
12353,2022,Others,level 5 ent procedures,663.0,327526.343400448,Other Diseases
12354,2022,Others,level 5 gynecologic procedures,121.0,102589.858846747,Other Diseases
12355,2022,Others,level 5 musculoskeletal procedures,6889.0,1573902.080797894,Other Diseases
12356,2022,Others,level 5 neurostimulator and related procedures,372.0,783518.380543173,Other Diseases
12357,2022,Others,level 5 urology and related services,2278.0,597228.852263444,Other Diseases
12358,2022,Others,level 6 gynecologic procedures,61.0,50464.613922306,Other Diseases
12359,2022,Others,level 6 musculoskeletal procedures,68.0,100661.030570175,Other Diseases
12360,2022,Others,level 6 urology and related services,161.0,166048.109021558,Other Diseases
12361,2022,Others,level 7 radiation therapy,243.0,122104.315487804,Other Diseases
12362,2022,Others,level 7 urology and related services,11.0,23929.711818182,Other Diseases
12363,2022,Others,level 8 urology and related services,150.0,175432.41160173703,Other Diseases
12364,2022,Others,abdominal/peritoneal/biliary and related procedures,1257.0,721037.0139120881,Other Diseases
12365,2022,Others,cochlear implant procedure,116.0,416384.511115784,Other Diseases
12366,2022,Others,complex gi procedures,543.0,328702.154719397,Other Diseases
12367,2022,Others,comprehensive observation services,16823.0,1216087.8925667233,Other Diseases
12368,2022,Others,implantation wireless pa pressure monitor,42.0,303517.2788563,Other Diseases
12369,2022,Others,implantation of drug infusion device,87.0,229210.904626906,Other Diseases
12370,2022,Others,level 1 breast/lymphatic surgery and related procedures,939.0,562521.3068690834,Other Diseases
12371,2022,Others,level 1 endovascular procedures,5855.0,1106656.154008095,Other Diseases
12372,2022,Others,level 1 icd and similar procedures,36.0,145351.869675325,Respiratory
12373,2022,Others,level 1 intraocular procedures,4171.0,356062.6631676761,Other Diseases
12374,2022,Others,level 1 laparoscopy and related services,3789.0,1663148.214278336,Other Diseases
12375,2022,Others,level 1 nerve procedures,4476.0,570892.8717954226,Other Diseases
12376,2022,Others,level 1 neurostimulator and related procedures,50.0,139605.97775641,Other Diseases
12377,2022,Others,level 2 breast/lymphatic surgery and related procedures,1176.0,907623.641020011,Other Diseases
12378,2022,Others,level 2 electrophysiologic procedures,27.0,90265.350333334,Respiratory
12379,2022,Others,level 2 endovascular procedures,2121.0,1292023.124671443,Other Diseases
12380,2022,Others,level 2 excision/ biopsy/ incision and drainage,7210.0,536936.2053647076,Other Diseases
12381,2022,Others,level 2 icd and similar procedures,733.0,3518312.869954708,Respiratory
12382,2022,Others,level 2 intraocular procedures,1351.0,298943.431994449,Other Diseases
12383,2022,Others,level 2 laparoscopy and related services,1563.0,1646093.399733887,Other Diseases
12384,2022,Others,level 2 musculoskeletal procedures,1592.0,456809.9150486253,Other Diseases
12385,2022,Others,level 2 nerve procedures,37.0,55956.891010752,Other Diseases
12386,2022,Others,level 2 neurostimulator and related procedures,419.0,373593.970610838,Other Diseases
12387,2022,Others,level 2 pacemaker and similar procedures,703.0,1155343.705150905,Respiratory
12388,2022,Others,level 2 upper gi procedures,5512.0,491604.057704042,Other Diseases
12389,2022,Others,level 2 vascular procedures,1582.0,386521.1188232245,Other Diseases
12390,2022,Others,level 3 airway endoscopy,466.0,196191.0992555058,Other Diseases
12391,2022,Others,level 3 breast/lymphatic surgery and related procedures,23.0,103759.96517482601,Other Diseases
12392,2022,Others,level 3 ent procedures,61.0,11172.0022727273,Other Diseases
12393,2022,Others,level 3 electrophysiologic procedures,1564.0,2570644.582897214,Respiratory
12394,2022,Others,level 3 endovascular procedures,3294.0,2853640.903196852,Other Diseases
12395,2022,Others,level 3 excision/ biopsy/ incision and drainage,2427.0,753217.5829427304,Other Diseases
12396,2022,Others,"level 3 extraocular, repair, and plastic eye procedures",583.0,99051.9902198518,Other Diseases
12397,2022,Others,level 3 lower gi procedures,694.0,389879.72027618013,Other Diseases
12398,2022,Others,level 3 musculoskeletal procedures,2553.0,1030274.5233163144,Other Diseases
12399,2022,Others,level 3 pacemaker and similar procedures,1555.0,1822753.663816622,Respiratory
12400,2022,Others,level 3 upper gi procedures,651.0,253357.4004050601,Other Diseases
12401,2022,Others,level 3 urology and related services,2459.0,584255.157737641,Other Diseases
12402,2022,Others,level 3 vascular procedures,4949.0,956689.326134077,Other Diseases
12403,2022,Others,level 4 airway endoscopy,1496.0,598727.363688097,Respiratory
12404,2022,Others,level 4 breast/lymphatic surgery and related procedures,17.0,41412.525882353,Other Diseases
12405,2022,Others,level 4 ent procedures,217.0,124518.7309768368,Other Diseases
12406,2022,Others,level 4 endovascular procedures,1480.0,3438602.585654542,Other Diseases
12407,2022,Others,"level 4 extraocular, repair, and plastic eye procedures",62.0,45682.915,Other Diseases
12408,2022,Others,level 4 gynecologic procedures,792.0,456133.0222678274,Other Diseases
12409,2022,Others,level 4 musculoskeletal procedures,4410.0,1946645.3748409501,Other Diseases
12410,2022,Others,level 4 neurostimulator and related procedures,312.0,815191.430609011,Other Diseases
12411,2022,Others,level 4 pacemaker and similar procedures,233.0,913992.449074353,Respiratory
12412,2022,Others,level 4 urology and related services,3048.0,850221.9178633263,Other Diseases
12413,2022,Others,level 4 vascular procedures,1221.0,801076.413267931,Other Diseases
12414,2022,Others,level 5 airway endoscopy,406.0,384053.801359338,Respiratory
12415,2022,Others,level 5 ent procedures,743.0,500779.046386772,Other Diseases
12416,2022,Others,level 5 gynecologic procedures,337.0,398745.911497311,Other Diseases
12417,2022,Others,level 5 musculoskeletal procedures,9723.0,3331821.422513142,Other Diseases
12418,2022,Others,level 5 neurostimulator and related procedures,515.0,1887870.508559533,Other Diseases
